Data da opinião,Nota,Título,Conteúdo
out. de 2016,5,Adorei,"Pousada linda, bem localizada (para quem está de carro), limpeza impecável e café da manhã maravilhoso. Quarto amplo com chuveiro bem quente e forte. Aquecimento com ar condicionado e Calefação. atendimento muito bom e simpático de todos os atendentes e o Spa excelente! Recomendo e voltarei com certeza!"
out. de 2016,5,Excelente estadia,"Excelente estadia, organização, limpeza, café da manhã, estrutura e organização dos quartos, tudo perfeito. Ótimo custo x benefício, além do pessoal da pousada, super atenciosos e gentis, quero agradecer especialmente ao Sr Elton e Felipe pelas dicas e cordialidade. Voltaria com certeza e recomendo a todos!"
out. de 2016,4,Pousada encantadora com bom preço,"A pousada fica próximo de tudo e ao mesmo tempo é em uma localização bem tranquila.  O quarto é muito bom, cama e lençois bons. Calefação e ar condicionado. O chuveiro é bom, esquenta bem. O café da manhã é muito bom, bem variado, com opções saudáveis e também doces variados. A duas quadras existe um restaurante/delicatessen (Café da Banca) que é uma ótima opção para os dias em que você não quiser ir longe para comer. A pousada permite a entrada com bebidas e alimentos no quarto e disponibiliza o frigobar. Também tem uma copa com microondas e fogão. Wifi funcionou muito bem. Tv com poucos canais, mas não interferiu na nossa estadia pois passamos pouco tempo na pousada.  Acho que a limpeza do banheiro poderia ser melhor, parecia não passar por uma boa faxina há algum tempo. Também é possível ouvir muito os barulhos de quem passa pelo corredor, anda de salto nos andares superiores e sobem/descem a escada."
out. de 2016,5,Puro charme com muito conforto,"Lugar maravilhoso, quartos super confortaveis, bem aquecidos, limpos e convidativos! Café da manhã fenomenal, super reforçado e delicioso com itens caseiros. A área externa é charmosa, há um aquário com peixes, brinquedoteca pequena, mas funcional e parquinho para crianças. A melhor parte foi o atendimento, todos extremamente corteses e dão dicas de sobra de passeios, restaurantes para todos os gostos! Amei, com certeza voltaremos!"
set. de 2016,4,Tranquilidade na Serra Gaúcha,"Ótima localização.  Bom atendimento.  Quarto e banheiro grandes e limpos.  Oferece alguns serviços de spa, como massagens.  Café da manhã com variedade. Tudo muito saboroso e quentinho.  Bom custo/benefício."
set. de 2016,5,Excelente lugar para se hospedar !!! Vale cada centavo !!,"Estávamos em um grupo de 2 casais. Ficamos hospedados uma semana (12/09 a 19/09). Foi tudo de primeira qualidade.  A localização é excelente, na estrada entre Gramado e Canela.  As instalações e acomodações são ótimas, com um ar meio rústico mas mantendo a modernidade e conforto. Os funcionários são todos uma simpatia, em especial para o Jefferson e Marcos da recepção, sempre muito comunicativos, solícitos e agradáveis. A funcionária Franciele da cozinha também merece muitos elogios. Ela é um doce de pessoa, extremamente solícita, prestativa, simpática e agradável, sem contar nas verdadeiras e deliciosas iguarias que ela faz, como bolos, tortas, brownies, etc....O café da manhã é uma delícia e não deixa nada a desejar para os famosos cafés coloniais da cidade. Até hoje sinto falta daqueles cafés da manhã.  Foi tudo maravilhoso. Os proprietários são pessoas extremamente simpáticas e agradáveis, procurando sempre melhor nos atender. Há também um serviço de spa e massagens terapêuticas que é muito bom. Optei por uma massagem terapêutica e foi muito agradável, pois a terapeuta que me atendeu foi uma excelente profissional, com muita habilidade, que fez uma massagem focada para minhas dores no pé e me deixou extremamente relaxado.  Certamente quando voltar à Gramado vou querer ficar hospedado novamente lá  Eu realmente recomendo essa Pousada para qualquer um que queira ser bem atendido, comer bem e poder descansar em um ambiente maravilhoso."
set. de 2016,5,Excelente,"Pela chegada ja percebemos que nossa experiência seria ótima! A recepção foi super calorosa.  Quarto super limpo e aconchegante. Atendimento 10, café da manhã de qualidade e farto. Localização boa, perto do centro.  Com certeza voltaria lá."
set. de 2016,4,Pousada Excelente,"Uma excelente opção de hospedagem em Gramado. Sua estrutura é muito boa, os quartos são amplos, limpos, bem aquecidos e confortáveis. O café da manhã é farto e muito gostoso. Os funcionários merecem todos os elogios, muito solícitos e educados. Enfim, recomendo mesmo. Ótimo custo x benefício."
ago. de 2016,5,Excelente!,"Excelente custo-benefício! Quartos limpos, amplos, aconchegantes, com sistema de aquecimento eficiente, cobertores quentinhos e muitos travesseiros. Água do chuveiro quentinha, secador de cabelo excelente, frigobar e tv. Hospitalidade nota mil! Funcionários muito gentis e educados, realmente comprometidos em proporcionar bem estar aos hóspedes. Recepção 24 horas. Estacionamento interno. Café da manhã excelente! Próxima do centro de Gramado, 05 minutos de carro. Recomendo a todos!!!"
ago. de 2016,5,Local Encantador.,"O staff da Pousada faz dela o melhor lugar para se estar. Tudo já começa bem quando pela manhã temos um bom dia animado e caloroso da cozinheira seguido por um farto e delicioso café da manhã. E fica impossível não citar o funcionário Marco que nos recebeu pela madrugada e que fez nos sentirmos em casa sempre atencioso e muito cortês, uma pessoa muito agradável. Existem alguns pontos a melhorar como estacionamento maior, um filtro com água para beber, mas são detalhes que não chegam a influenciar na qualidade, cuidado e carinho que a pousada apresenta. É sensacional."
ago. de 2016,4,Confortável,"O hotel é lindo e muito confortável. O quarto tem lençóis térmicos e por esse motivo vc terá ótimas noites de sono. É um pouco difícil de regular o chuveiro, mas uma vez que vc acerta ñ da nem vontade de sair. O café da manhã é maravilhoso, diria que é um ""semi colonial"" de tanta comida que tem! O ponto negativo fica pelo estacionamento que é um pouquinho apertado."
ago. de 2016,5,Excelente Pousada !,"Hospedagem perfeita com ótimo custo-benefício, quartos muito bons, com aquecedores e lençol térmico, que garantem uma ótima noite de sono. Café da manhã delicioso,!com muitas variedades! Localização perfeita, próximo a vários pontos turísticos de Gramado e Canela. Atendimento na recepção muito bom...."
ago. de 2016,4,ótimo custo-beneficio!,"O hotel é um ótimo custo-beneficio para quem não deseja gastar muito em hospedagem.  Os quartos sao otimos e o cafe da manha excelente com bastante variedade!  Fica bem próximo ao centro, cerca de 5 minutos de carro!"
ago. de 2016,4,Inesquecivel,"Muito boa a pousada, quarto lindo, limpo e aconchegante,a lareira dentro do quarto deixa o ambiente mais romantico, café da manhã MARAVILHOSO com uma vista incrivel, fiquei três dias na pousada, mas a vontade era de ficar um mês,nenhuma reclamação..."
jul. de 2016,4,Aconchegante,"A pousada Borô fica um pouco afastada do centro mas proximo a vários museus e já no caminho para Canela.  O staff é muito atencioso e gentil, nos indicaram um restaurante nas proximidades muito bom e excelentes preços, que també funciona como delicatessen.  Os quartos são amplos e aconchegantes. O aquecedor não é tão potente, mas as camas tem aquecedor elétrico que garantia um cama bem quentinha já quando se deita.  A pousada tem um spa na andar inferior."
jul. de 2016,5,Ótima estadia!,"A pousada realmente é ótima.  Os ambientes são todos muito bem cuidados. O capricho é perceptível em tudo. O atendimento, feito pelos proprietários e filhos, também é ótimo! O spa ainda oferece várias opções de massagens."
jul. de 2016,4,Ótima opção em gramado,"Pousada Rústica , bem aconchegante, tudo bem limpo e organizado . ótimo café da manhã , bastante variedade e tudo bem frasquinho, agrada a todos os paladares .  Pessoal educado e atencioso .  Conta com um bom sistema de calefação proporcionando muito conforto com ambiente sempre quentinho .  Fica um pouco afastado do Centro , mas a maioria dos restaurantes buscam no hotel .  Super Recomendo."
jul. de 2016,3,Pousada Rústica,"Nos hospedamos por duas noites. O quarto é simples e com uma decoração rústica, a cama é grande e confortável, a calefação funcionou bem e ainda tínhamos a opção do ar condicionado. O banheiro é bom com um box grande. O café da manhã tem opções variadas de doces e salgados e até salada de frutas, é delicioso, mas fica em prédio anexo ao que estão a maioria dos quartos.  A qualidade do sono fica prejudicada pela falta de isolamento nas paredes, é possível ouvir a água passando pelos canos, e o caminhar dos outros hóspedes.  O frigobar do quarto está vazio. Você pode escolher as bebidas disponíveis em uma geladeira ao lado da recepção e levar para o quarto."
jul. de 2016,4,Ótimo custo beneficio!!,"Ótima pousada! Tranquila, perto do centro, colchão excelente, quarto aconchegante, massagistas maravilhosas, café da manhã excelente, aquecimento de primeiro mundo, todos muito atenciosos, a tv poderia ter mais canais!!!!#superindico"
jul. de 2016,5,Pousada de alta qualidade,"Pousada excelente em todos os quesitos, ótima estrutura e qualidade do sono.  Café da manhã caseiro com muitas opções principalmente a geleia e a nata.  Funcionários muito bem treinados e  Tratamento cordial pelos proprietários com excelentes dicas para turistas. Recomendo com toda certeza. Preço muito justo comparado as demais pousadas da cidade."
jul. de 2016,4,Voltaria!,"Fiquei hospedado com minha esposa por apenas uma noite pois estava a trabalho, queria ter ficado mais. Como já se sabe, o preço de hospedagem em Gramado não é barato, principalmente no inverno e férias de julho, mas achei o valor justo. A estrutura é bem aconchegante, funcionários atenciosos, quarto e banheiro bem cuidados e um super café da manhã que adoramos, cheio de guloseimas, ótimo para quem está de folga e deixou a dieta em casa..rs. Só uma coisa atrapalha um pouco, a distância. A pousada está um pouco longe e você precisa de carro para se deslocar, apesar que existem restaurantes que buscam no hotel, mas aí você ficará na obrigação. Recomendo com certeza."
jul. de 2016,4,Ótima opção em Gramado,"A pousada é bem aconchegante, fica localizada entre Gramado e Canela, e seria melhor para quem está de carro. O quarto é confortável e sem luxos. Café da manhã muito bom. Pontos negativos: estacionamento não parece ser suficiente para todos os hóspedes e o local de café fica em prédio separado, um problema em dias de chuva (todavia eles contam com alguns guarda-chuvas)."
jun. de 2016,4,"Bom hotel, com preço adequado","Chegamos de viagem no final da tarde e fomos bem recebidos pelo Júlio, que nos levou para o quarto e nos mostrou como funcionava o lençol térmico e demais equipamentos.  A localização é boa, há dois acessos a partir da pousada à Borges de Medeiros, e nao se leva mais do que 5 min.  Precisei lavar meu carro e ele providenciou um rapaz que foi buscar e me trouxe lavadinho.  Destaques para o tamanho do quarto, o sistema de calefação, lençol térmico e ar quente.  Eu e minha esposa utilizamos o serviço do spa, que é bem estruturado e cobra preços justos, com diversas variedades de massagens.  O ponto negativo vai para o wi-fi do hotel, que pelo menos no meu quarto estava muito ruim, todos os dias.  O café da manhã é bem gostoso, embora eu tenha achado que a variedade poderia ser maior, Ficamos 5 noites e 6 dias e já estava ficando meio farto de ver alguns itens todos os dias, mas não é um empecilho para retornar.  A garagem é bem limitada, cabendo apenas 9 carros em vagas. Caso tenham mais, temos que deixar a chave na recepção para caso seja necessário manobrar para outro veículo sair.  Recomendo principalmente pelo SPA, que em dias chuvosos é uma ótima alternativa."
jun. de 2016,5,Lugar encantador,"Linda pousada, com quarto rústico, silencioso, aconchegante e com calefação. Café da manhã divino, com muitas variedades...  Local estratégico para os passeios, 3 minutos de carro do centro de gramado, fica bem localizado para ir a canela, e próximo aos museus."
jun. de 2016,5,Pousada extremamente confortável e por um preço justo!,Excelente pousada. Atendimento excelente e cômodos extremamente confortáveis. Café da manhã impecável e para todos os paladares. Fomos no final de semana mais frio do ano e nem sentíamos frio lá dentro. Gostei muito do chuveiro.Vale muito a pena mesmo.
jun. de 2016,5,Lugar ótimo para relaxar,"Ótima pousada, muito bem localizada, próximo a Canela e perto do centro de Gramado, facil acesso para qualquer lugar. A pousada e muito bem estruturada, com ótimo atendimento, café da manhã e SPA. As massagens foram ótimas. Vale muito a pena hospedar nesta pousada."
jun. de 2016,5,Delícia de lugar!,"Além da recepção maravilhosa dos funcionários ( em geral!), a Pousada é linda! O Spa oferece diversos tipos de tratamento e tudo muito bem feito e bem preparado. Os quartos são muito espaçosos, limpos e confortáveis. A área externa é um sonho: muitas flores, pássaros e vários lugares para descanso. O café da manhã é um dos melhores que já experimentei. Supera as expectativas! Ansiosa por voltar!"
jun. de 2016,5,"Excelente, pousada nota 1000","Não tenho nada a reclamar.  Fui num final de semana frio, fazia mínima de 6ºC. A calefação e os lençóis térmicos foram fundamentais para a estadia.  Atendimento excelente. Quarto excelente. Limpeza excelente. Café da manhã excelente.  Preço está na média por ser alta temporada.  Recomendo e voltaria com toda certeza."
mai. de 2016,5,Deixou saudades,"Pernoitei por uma semana nesta pousada e adorei. Toda a aquipe de funcionários foi muito atenciosa, excelente café da manhã, limpeza dos quartos impecável. E eles têm uma cerveja artesanal maravilhosa!  Quando eu for novamente a Gramado, ficarei lá novamente."
mai. de 2016,5,Mais que maravilhoso,"Atendimento, privacidade, aconchego e a melhor estadia que tive nos últimos tempos!!!  Bem localizada, próximo do centro de Gramado. O lugar te convida a relaxar!  Todos foram muito atenciosos e indicaram bons restaurantes  Muito bom, valeu o investimento!"
mai. de 2016,4,Pousada tranquila e aconchegante!,"Pousada bem localizada, quartos com boa estrutura, café da manhã bem servido e com variedade e staff muito atencioso. A pousada também oferece serviço de Sousa com massagens e banhos relaxantes. Excelente local pra relaxar e recargas as energias. Recomendo!"
mai. de 2016,4,pousada agradável,"adoramos a pousada, quarto confortável, limpo e aquecido, Staff atencioso, café da manhã farto e servido em ambiente muito agradável. Como nossa estadia foi curta não utilizamos o SPA, na próxima oportunidade vamos conferir. Com certeza recomendamos."
mai. de 2016,4,Boa pousada,"Pontos positivos:  Limpeza excelente, café da manhã farto e bem variado, cama confortável, quarto com calefação, área externa muito bonita com um jardim belíssimo e muito bem cuidado, wi-fi excelente e estacionamento.  Pontos negativos:  Banheiro não tinha ducha higiênica.  O prédio onde ficam os quartos fica a uns 40 metros do prédio onde é servido o café da manhã. Em dias de chuva e frio vc tem que sair do quarto quentinho e ir tomar café passando pelo frio ou pela chuva até chegar ao outro prédio.  Os pães servidos no café da manhã não pareciam ser frescos. A impressão é de que eram do dia anterior."
abr. de 2016,5,Lua de mel,"Excelente lugar, calmo, sossegado e com um excelente atendimento na recepção feito pelos próprios proprietários. Não fica no coração da cidade porém o táxi barato e o fato de alguns restaurantes buscarem no hotel facilita. Fiquei no quarto rústico com minha esposa e o preço ficou bem mais em conta do que o centro."
abr. de 2016,5,Aproveite o SPA!,"A localização é ótima, a equipe é muito simpática e atenciosa. O café da manhã tem itens bem variados e saborosos. Não deixem de aproveitar as massagens no SPA, o preço é justo e a massagem é deliciosamente relaxante."
abr. de 2016,5,Muito bom,"Fui com minha família, ambiente muito agradável e tranquilo, ficamos no quarto com sacada, tudo limpo e organizado excelente! Café da manhã de ótima qualidade e os funcionários da pousada são muito educados! Realmente sai satisfeito com o serviço da pousada"
mar. de 2016,5,Relaxe e aproveite o conforto e as massagens!,"Ótimo custoXbenefício! Equipe atenciosa, discreta. Proprietários presentes no atendimento. Escolhemos o quarto standard, muito confortável, bem decorado. Diferencial da pousada é um espaço reservado para spa, muito agradável, com profissionais habilitadas, com preço acessível. Recomendo! Jardim lindo! Café da manhã variado, gostoso. Localizado entre Gramado e Canela, mas próximo ao centro, para quem está de carro, bairro tranquilo."
mar. de 2016,5,Recomendo,"Ótima pousada! Café excelente, super variado, uma delícia. Os funcionários são super atenciosos e te dão várias dicas de passeios. A pousada é uma graça, super aconchegante, limpinha e arrumadinha. Amei esse lugar! Qdo voltar certamente me hospedarem novamente na Borô."
mar. de 2016,5,Aconchegante,"Pousada bem estruturada, muito aconchegante e o cafe da manhã excelente, de melhor qualidade. Funcionários bem simpáticos, educados e com ótimas dicas. A pousada também tem um spa (espaço pago a parte), mas que tem profissionais especializados. muito bom! recomendo"
mar. de 2016,4,Aconchegante,"Muito aconchegante!  Café da manhã simples, porém de ótima qualidade!  Pousada tranquila, limpa, muito bem localizada, ótimo atendimento e quartos confortáveis.  Um ótimo lugar para descansar!  Voltarei outras vezes, com certeza!"
mar. de 2016,5,Maravilhoso!,"Super aconchegante, limpo, café da manhã muito bom, super bem localizada e atendimento de excelência. Caso seja possível, voltarei, com certeza! Tornou minha viagem a Gramado, muito mais prazerosa!!!!"
mar. de 2016,4,Quarto e café da manhã muito bons!,"A pousada fica um pouco distante do centro, não dá para ir a pé, mas de carro é pertinho. O quarto conjugado é amplo com duas televisões e ar condicionados novos. O café da manhã é excelente. O que deixou a desejar muito foi o chuveiro, que saía muito pouca água; e o fato de não ter elevador(Carregar malas 3 lances de escada foi puxado...) . Mas no geral, gostamos muito. Os quartos são novos e limpos."
mar. de 2016,5,Excelente,"Ambiente aconchegante e romântico;  Excelente atendimento, ótimo café da manhã, ótima limpeza;  Fácil localização, próximo ao centro e a pontos turísticos.  Quartos completos com lareira e hidromassagem, ideal para os dias frios de Gramado.  Recomendo!!!!"
fev. de 2016,4,Confortável!,"Nossa estadia foi muito tranquila, ideal para descanso, super bem recebidos. O café da manhã muito gostoso, produtos fresquinhos, bem servido, variado. O local conta com um spa, massagens e ofurô (valor a parte, com preços acessíveis e excelente atendimento. Um ponto a reclamar, a TV não possuía entrada de USB."
fev. de 2016,4,muito bom,"lugar tranquilo, preço acessível, funcionarios cordiais, bom atendimento. Um pouco longe do centro. Café da manhã simples mas saboroso e em uma sala aconchegante.Quarto simples, limpos. Tem um belo jardim."
fev. de 2016,5,Top,"Ficamos hospedados na pousada no período de 23 a 28 de dezembro, e me arrependi de não ter feito uma reserva maior. A cidade de Gramado é linda, com muitas coisas p fazer e p conhecer. A Pousada Borô contribui de forma magnífica com o passeio. Tudo na pousada é muito limpo, bem arrumado, bonito e agradável....desde os funcionários, até a decoração! Tudo! Os donos tb trabalham lá, e estão sempre de prontidão para atender os hóspedes. O café da manhã é excepcional.... Engordei horrores! Vale dizer q tinha opção de bolo e pão sem glúten e sem lactose, assim como açúcar mascavo e outros itens bem saudáveis, como uma variedade de frutas e sucos deliciosos!  Precisava fazer a mamadeira do meu filho diariamente, e era sempre super bem atendida. Até me ofereceram levar uma garrafa térmica para o quarto, mas acabei não utilizando. Fiquei no quarto com sacada, bem em cima da recepção! É perfeito!  Meu pai e a esposa tb ficaram hospedados na pousada ( no quarto ao lado) e amaram!  Tem um lindo jardim com alguns brinquedos na pousada.... As crianças adoraram, e as fotos ficaram lindas!  Pra não dizer que não tenho nenhuma crítica, chamo a atenção dos donos apenas p algumas bolinhas na roupa de cama (fronhas) ! Deixando claro que isso n atrapalhou em nada nosso conforto!  Sobre a localização, a pousada fica há uns 5 minutos do centro, de carro. Nas proximidades tem várias opções de restaurantes, inclusive uma pizzaria delivery quase ao lado. Fica Tb bem próxima da expogramado, onde acontecem alguns eventos do Natal. Ou seja, pra quem está de carro, não há nenhum problema em ficar na pousada, e para ir para alguns locais, a localização se torna até privilegiada. Não sei dizer se há algum meio de transporte que passe por ali, pra quem não estiver de carro.  Com certeza ficarei novamente na pousada Boro quando eu voltar a Gramado!  Foi Excepcional!!!!!!"
fev. de 2016,5,Excelente,"Lugar excelente, exatamente como nas fotos. Localização boa, apesar de um pouco distante do centro, o que eu achei ótimo por fazer do lugar tão tranquilo. Pessoal atencioso, massagem maravilhosa, bom café da manhã, excelente chuveiro. Super recomendo!"
jan. de 2016,5,Perfeito,"Hospedagem perfeita, conta com serviços romanticos para casais local muito lindo e perto do centro, com estacionamento e um otimo atendimento, amamos.Quem se hospedar nao deixe de pedir um dos pacotes romaticos"
jan. de 2016,5,Excelente,"Excelente pousada, funcionários educados e atenciosos, café da manhã delicioso com uma variedade enorme e um spa maravilhoso.Possui uma pequena brinquedoteca e parquinho, sala de jogos. Queremos voltar!"
jan. de 2016,4,Voltaria!!!,"Pousada simples más, muito boa, pessoas muito atenciosas, café da manhã muito bom, cama muito boa, dois contras apenas que foi a internet ruim, e muita imagem de sua religião, acho desnecessário pois um lugar que vai todo tipo de pessoa e religião, cada um com a sua e não precisa expor imagens, até porque, eu pelo menos não fico ligando para as pousadas perguntando qual é a religião, se eu vou me sentir bem com a exposição disto!!!"
jan. de 2016,4,Excelente pousada,Excelente pousada com localização próxima ao local de desfiles de Gramado ideal para quem está de carro. Os quartos possuem uma excelente vista. O café da manhã é muito bem servido. Oferece garagem e WiFi grátis.
jan. de 2016,5,Muito aconchegante,"Pousada com ambiente familiar.  Café da manhã com bastante variedades e delicioso.  Minha filha adorou o lago com os peixes.  Fiquei com minha família num quarto amplo(suíte 409), saleta com lareira, chuveiro excelente, local silencioso."
jan. de 2016,5,Aconchegante e uma graça!,"Fomos passar a semana do natal em família em gramado e a pousada Borô foi uma ótima surpresa! Sabe quando parece um negócio de família?! Não sei se é, mas todos foram sempre muito atenciosos. Na véspera e no dia de Natal, ao chegarmos no hotel tinham nos deixado lembranças! Uma graça! O café da manhã é farto e gostoso! Tem um poço com peixes e as crianças adoram alimenta-los, é só pedir ração na recepção!"
jan. de 2016,5,Me senti em casa,"A pousada me deixou muito à vontade. Para quem tem criança pequena como eu (minha filha estava com 1 ano) isso faz toda a diferença. Permitiu que usássemos a cozinha para preparar comida, esquentar mamadeira ou lavar. As acomodações são muito boas e a limpeza é impecável. Para quem quer sossego, é ótima, pois não fica colada no centro. Recomendo e voltaria lá sem pensar duas vezes."
dez. de 2015,4,Ambiente familiar,Nos sentimos em casa! Alugamos um carro e por isso a distância do centro não foi um problema. Existe no hotel um jardim que as crianças podem brincar. Dessa forma não ficam presas no quarto quando estamos no hotel.
dez. de 2015,5,Divinamente surpreendente!,"Nos sentimos em casa. Surpreendidos com presentes no dia de Natal e atendimento excelente.  Estava tudo impecavel, limpeza e organizacao perfeitas. Cafe da manha lindissimo e variado menu.  Sala para preparo de emergencia equipada."
dez. de 2015,5,Excelência... em tudo...,"Ótima pousada. Serviço impecável. Funcionários super atenciosos! Querem nos agradar a todo tempo! Café da manhã excepcional, mimos e serviço de quarto ótimos e ótima hospitalidade! Recomendo a todos! Atenção apenas para os apartamentos com hidro, onde o chuveiro fica em cima da banheira. Idosos podem ter alguma dificuldade! Uma sugestão para a pousada: Colocar ducha higiência nos banheiros... Mas nada que desabone a nossa estadia... que foi simplesmente espetacular!  Lembrem-se que estar de carro é requisito, já que a pousada é um pouco longe da Rua Coberta e centro de Gramado!"
dez. de 2015,5,Limpeza e café da manha,"Ficamos 4 noites e a pousada é muito aconchegante. O atendimento fantástico,tudo limpinho e o café da manha muito bom. Não dá para ir a pé para o centro. São quase dois kilometros, mas mesmo assim fomos a pé. parabéns aos donos."
dez. de 2015,5,Acolhedora,"Estivemos por 5 dias hospedados e foi otimo. Toda a equipe foi muito acolhedora e o recepcionista Julio foi muito simpático e prestativo com suas dicas de lugares para visitar e jantar. Fiz uma massagem de pedras quentes que foi maravilhosa, muito relaxante e um ambiente muito harmonioso e aconchegante. As instalações são todas novas e tudo muito limpo e conservado.Recomendo!"
nov. de 2015,5,Tudo perfeito!,"Que pousada deliciosa! Desde o momento que chegamos percebemos o diferencial pelo atendimento muito solicito e prestativo. A pousada é muito linda, me surpreendeu pois é muito mais bonita que nas fotos! Quando chegamos no quarto me apaixonei por completo. A cama e os travesseiros são uma delicia, roupa de cama muito gostosa também! O lençol com aquecimento deixa o sono muito mais agradável! A pousada é extremamente silenciosa por não estar na rua principal, ou seja, dorme-se muito bem, inclusive a tarde, o que acredito não ser possível em hospedagens no centro. O café da manhã muito gostoso e completo; muitas variedades e tudo uma delicia! O banheiro bem amplo e o chuveiro bem gostoso! Enfim, só elogios.. A viagem foi perfeita, pousada maravilhosa, cidade incrível e o Natal Luz só indo para entender! Amei!"
nov. de 2015,5,Perfeito,"Excelente pousada. Quarto grande, cama mega confortabel, com tudo limpo, novo e organizado.  Não cobram taxa de serviço e o café da manhã muito bom, diria um dos melhores para uma pousada.  Não poderia deixar de elogiar o excelente atendimento do Júlio que nos deu ótimas dicas de restaurantes e passeios que segimos a risca e foi sucesso e ainda faltou tempo pra ver tudo.  Foi tudo perfeito!  Voltaremos com certeza!"
nov. de 2015,5,Ótima pousada,"Me hospedei durante 5 dias e amei a pousada! O lugar é lindo, as pessoas que trabalham, inclusive os donos, são de extrema gentileza. Não poderia deixar de falar do Julio, ótima pessoa, nos ajudou muito durante todo o tempo que estivemos na pousada, nos indiciou excelentes restaurantes, serviços de turismo e pontos turísticos a visitar. A pousada começa a servir o café da manha a partir das 8 horas, porém somos acostumados a tomar por volta das 7, eles não se importaram que fôssemos mais cedo todos os dias."
nov. de 2015,5,Ótima pousada,"Fácil de achar, a aproximadamente 1,5Km do centro de Gramado, quarto espaçoso (suíte no terceiro andar), banheiro grande, piso de madeira, tudo muito limpo, bom atendimento dos funcionários, café da manhã de 8:00-10:00 com boa variedade e algumas mudanças no decorrer dos dias, estacionamento gratuito próprio. Não possui elevador. Serviço de spa com preços acessíveis e tratamento de boa qualidade. Wi-fi gratuito com bom alcance e velocidade boa. Recomendo a pousada e voltaria com certeza."
out. de 2015,4,Lugar extremamente gostoso.,Um lugar encantador. Tudo funciona muito bem. O café da manhã é delicioso. O pessoal que trabalha na pousada é muito gentil. A localização é acessível a vários pontos turísticos e o quarto é muito confortável.
out. de 2015,5,Atendimento excelente,"Estive nessa pousada por dois dias e simplesmente superou a minha expectativa. A pousada oferece exatamente o que propõe, o atendimento é excelente, equipe muito atenciosa e nos ajuda a se sentir em casa. O quarto tem um bom tamanho e tudo funciona direitinho.no café-da-manhã é bem variado e gostoso. Recomendo!"
out. de 2015,4,Bom hotel,"Ja me hospedei por 2 vezes nesta pousada, o atendimento é otimo, otimo tambem os quartos e o cafe da manha, possui sauna e banheira de hidro mais são pagos separadamente. Recomento. Quando la estive o nome da Pousada era Brisa da Serra."
set. de 2015,5,Melhor estadia de todas!,"Super bem cuidada, tudo funciona direitinho. O pessoal da pousada é atencioso, sabe dar as dicas que precisamos, prestativos, educados e atenciosos.    Café da manhã melhor que de vários hotéis onde já estive."
set. de 2015,4,Excelente custo benefício mas necessário carro para se locomover,Quarto muito bem decorado no mínimos detalhes com bom gosto de forma a tornar o ambiente acolhedor. Ambiente familiar e bom café da manhã. WiFi decente e descomplicado. Fica aproximadamente entre Gramado e Canela e portanto necessário carro para se locomover para ir e voltar das cidades
set. de 2015,5,Excelente pousada !,"Muito bem cuidada....charmosa e ainda conta com um spa tudo com preços razoáveis....funcionários e proprietários muito solícitos...tive que sair mais cedo pra não perder o vôo e me serviram o café fora do horário sem nenhum problema. A localização não é na avenida principal o que ajuda no silêncio, mas como há uma pousada sendo construída bem ao lado pode haver alguns barulhos pela manhã...e necessita de carro para se locomover.........Parabéns ao Júlio da recepção e a keit do spa pelos excelentes serviços prestados."
set. de 2015,4,Viagem de férias,"Pousada muito aconchegante e acolhedora, os funcionários são muito educados e gentis, principalmente o Júlio sempre solícito e muito prestativo!!!  Quarto muito bom, limpo e grande.  Voltarei com certeza!!!!"
set. de 2015,4,"Tudo muito bom, mas o melhor foi o atendimento do Funci. Julio","Lugar muito bom, aconchegante, limpo, tranquilo. Os funcionários gentis e atenciosos, detalhe nota 1000 para o atendente Julio. Muito prestativo, educado e dá ótimas dicas de restaurantes e passeios. Café da manhã suficiente e o único porém, um pouco distante do centro, dependendo de condução."
set. de 2015,4,Excelente Pousada,"Quartos espaçosos, muito confortável com calefação que funciona, chuveiro excelente e ótimo café da manhã. A cama poderia ter colchão mais macio. O staff é educado, amigável e prestativo. Silencioso proporcionando uma ótima noite de sono. Localização é boa, não sendo muito distante do centro turístico mas é recomendável carro para facilitar."
set. de 2015,5,Spa,"Utilizei os serviços de Spa da Pousada mesmo estando hospedada em outro hotel. Fui super bem atendida pela Keti, atenciosa me mostrou toda a pousada e os quartos. O Spa é muito bom, as massagens excelentes de ótima qualidade, o ambiente é limpo e bem organizado. Recomendo e da próxima vez ficarei hospedada na Pousada que é bem cuidada, sofisticada e de bom gosto."
set. de 2015,5,Tranquilidade,"Uma pousada charmosa, funcionários atenciosos, limpeza impecável e café da manhã muito bom! A torta de maçã com aveia e a de banana com iogurte... Hum, delícia! Para quem está de carro é próximo ao centro. Se não estiver não há problema, já que restaurantes oferecem serviço gratuito de traslado. Recomendo e voltaria com gosto! 😉"
ago. de 2015,4,Aconchegante,"A pousada localiza-se próxima ao bill bar na estrada que liga gramado a canela. É muito fofa, o jardim é impecável e os funcionários super prestativos ( principalmente o Júlio). Super silenciosa e de fácil acesso.  O café da manhã é bom. Os quartos são super amplos e aconchegantes. Recomendo"
ago. de 2015,5,Aconchegante,"Era muito mais do que eu esperava, muito bem arrumada e silenciosa, não se escuta barulhos de pessoas e funcionários como nos hotéis. Pensaram em cada detalhe na decoração, funcionários simpáticos e atenciosos, café da manhã requentado, a infraestrutura é aconchegante, romântica e eficiente, jardim impecável."
