Data da opinião,Nota,Título,Conteúdo
jun. de 2022,5,Melhor Aniversário Refúgio da Montanha,"Perfeita. Será minha nova tradição de aniversário, já é a 2° vez que nos hospedamos e toda estadia e atendimento foram impecável. Recomendo, voltarei com certeza, não existe visita a gramado sem se hospedar no Hotel Refúgio da Montanha. Em especial o recepcionista Marcelo que nos recebeu com todos o carinho e atenção, obrigada Marcelo!  Algumas fotos para ajudar, pois levo muito em consideração as avaliações antes de me hospedar para não ter erro.  No Hotel Refúgio da Montanha você será mimada com o melhor café da manhã, chá da tarde, recebida com brinde de espumante, músicas ao vivo nos finais de semana, avisos da temperatura para o dia seguinte, brindes na saída e ainda são amigos do PET ❤️🐶."
jun. de 2022,5,Excelente escolha para descansar em Gramado,"Excelente opção de estadia em Gramado!  Quarto silencioso, com ótimo sistema de isolamento e black out, camas bastante confortáveis e chuveiro excelente.  Limpeza muito bem feita!  Localização também nuito boa,  uma pequena caminhada ( 15 min) e estaremos próximos do centro e algumas atrações principais da cidade.  Atendimento extremamente cordial, em especial, pessoal da recepção, muito prestativos e acolhedores além de honestos, esquecemos a carteira na recepção que foi prontamente devolvida .  Uma pequena ressalva para alguns pratos da cozinha ( Caldo verde- não recomendo, Lanches vieram 2 vezes com pão endurecido..))    Mas recomendo Hotel!  Ótima escolha."
jun. de 2022,5,Excelente qualidade,"Excelente qualidade, muito receptivos, solícitos, cidade encantadora.  O mimo de cada dia(um bombom, biscoitinho) com uma frase motivacional e a temperatura do dia seguinte fizeram a diferença na estadia, muito obrigada pelo cuidado!  Amamos o chá da tarde também, muito farto e gostoso.  Indicamos muito e voltaremos, com certeza!    Agradecemos também o kit de boa viagem, muito cuidadosos e caprichosos! :)    Sugestão: Ter uma sinalização mais visível das escadas e a garrafa de água do quarto não ser apenas de abridor, pois nem sempre é prático."
jun. de 2022,5,Muito bom,Excelente atendimento. Profissionais comprometidos que proporcionaram momentos muito agradáveis. Café da manhã maravilhoso e chá da tarde surpreendentes. Quartos e bistrô tudo nota dez!! Parabéns!! Pretendemos retornar.
jun. de 2022,5,Excelente,"Atendimento excepcional, proporciona café da manhã e chá da tarde completos, além de bistrô onde durante nossa estadia ofereceu música ao vivo. O hotel possui uma infraestrutura maravilhosa e boa localização."
jun. de 2022,3,O hotel é bom mas pelo preço eu esperava mais,"Eu havia comprado na 123milhas a suíte com hidromassagem, porém por erro do site, cancelamento em cima da data, tive que reservar a Grand suíte que é o quarto mais caro do hotel... o quarto é realmente bem bonito, mas a banheira, é menor do que da suíte com hidro, mal cabem 2 pessoas, pelo preço deveriam investir nisso! Além disso, a banheira estava bem suja, quando ligamos saiam bolos de cabelo e fios, foi bem nojento, mas o hotel acabou nos ofertando 1 espumante pelo erro. No outro dia, esqueceram do nosso kit boa noite (eles ofertam esse brinde aos hóspedes). São detalhes pequenos mas que fazem a diferença... os atendentes foram nota 10! Sempre muito gentis, brincalhões... tanto no café, quanto na recepção. Pelo valor, há outros com mais estrutura (como piscina, saunas) e valores inferiores. Gostei mas não voltarei."
jun. de 2022,5,Perfeito,"Fomos muito bem recepcionados desde a chegada até a acomodação pelo funcionário Daniel, que nos passou diversas informações sobre o hotel e gastronomia, além de nos servir um delicioso espumante. Quarto extremamente confortável, quentinho, limpo, com roupas de cama de qualidade, saímos e quando voltamos haviam nos deixado alguns mimos. Na saída, ganhamos um kit de viagem composto por duas maçãs e duas águas, achei sensacional o tratamento com o cliente. Enfim, nós amamos a estadia (apesar de termos ficado apenas 1 dia). Recomendo! E obrigada Daniel!"
jun. de 2022,5,Aniversário de casamento,"Excelente!!!  Superou as nossas expectativas.  Tudo perfeito, esmero de todos em agradar, indico e recomendo.  Os mimos deixados no quarto, os garçons, a recepção, tudo perfeito.  Tivemos a oportunidade de nos hospedarmos no Dia dos Namorados, amamos todos os mimos."
jun. de 2022,5,TUDO PERFEITO!,"Cafe da manha, da tarde, janta, quarto,… tudo excelente! Não deu vontade de sair do Hotel. Atendimento impecável, o Daniel, Jeferson, Carlos,… todos atenderam muito bem. O capricho nos detalhes, o carinho e cuidado com tudo fez do nosso dia dos namorados algo especial e inesquecível. Estamos muito gratos, voltaremos e recomendamos a todos que venham. O custo/benefício compensa muito. Até breve."
jun. de 2022,5,Perfeito!,"Lugar perfeito, vista incrível, café da manhã maravilhoso e atendimento excelente. Só elogios pra esse lugar que além de tudo é lindo e nos proporcionou momentos únicos. Fizemos um passeio de bicicleta também, nas proximidades, pois o hotel fica muito bem localizado. Experiência nota mil!"
jun. de 2022,5,Maravilhosa,"Excelente hotel, localização ótima, funcionários receptivos, atenciosos e educados, café da manhã excelente com muita qualidade e variedades, os quantos bem limpo, cama confortável, na saída com do hotel com direito a água e lanche para viagem de volta para casa, nota 10"
mai. de 2022,5,Cuidado nos mínimos detalhes!! Não poderia ter escolhido hotel melhor!!,"Hotel aconchegante, atendimento excepcional, chegamos de madrugada e fomos surpreendidos com champanhe de boas vindas e na saída um cuidado especial com um kit boa viagem.  Acomodação impecável, cuidando dos mínimos detalhes.  Muito bem localizado!!"
mai. de 2022,5,Ótimo!,"Fomos muito bem acolhidos, excelente atendimento e infraestrutura do hotel! Nota dez em tudo!!!  Ótima cidade, muitas opções de restaurante e passeios.  Com certeza, iremos voltar em outra oportunidade!"
mai. de 2022,5,Vale cada momento,"Simplesmente, acolhedor, familiar e perfeito. Me senti em casa completamente , contudo com todos os requintes e facilidades do ambiente hoteleiro. Equipe de funcionários de excelência. O café da manhã e o chá da tarde eram um passeio de sabores e guloseimas que ENCHIAM OS OLHOS e que são realmente divinos. Dignos de serem devidos em casamentos. Parabéns."
mai. de 2022,5,Viagem Gramado,"Hotel fantástico, desde a recepção, acomodação, café da manhã excelente, tudo maravilhoso!  Hotel bem localizado com vista excelente!  Com certeza vale a indicação e pretendo voltar para viver uma nova experiência!"
mai. de 2022,5,Excelente,"Hotel excelente!!!!!!!! Novo , apartamento ótimo com cama confortável , chuveiro quente , com calefação , café da manhã delicioso e funcionários cordiais com serviço de manobrista!!!!!!! Aceita pet! Voltaremos com certeza!!!!!!!!!!"
mai. de 2022,5,Hotel Refúgio da Montanha,"Hotel maravilhoso, atendentes super atenciosos, quarto confortável, aconchegante e quentinho e a culinária deliciosa. Com certeza quando eu retornar à Gramado já tenho o lugar certo para ficar! Tudo perfeito, obrigada pela experiência que nos proporcionou."
mai. de 2022,1,Uma das piores experiências em hotel que já tivemos na vida!,"Somos de Porto Alegre, viajamos para Gramado para participar de um evento e com intuito de passar um final de semana de descanso. Vamos alguns finais de semana do ano para a serra e sempre ficamos no mesmo hotel. Dessa vez resolvemos inovar e prestigiar um novo hotel. Eis o nosso grandessíssimo erro. Ao chegar no hotel, ficamos esperando alguns minutos sem saber o que fazer com o carro, não apareceu ninguém. Entramos e havia apenas uma pessoa na recepção se desdobrando para nos atender rápido pois um outro casal havia chegado junto. Subimos com todas as malas para o quarto, já que no hotel não havia ninguém para levá-las. Primeira impressão; péssima. Escolhemos um quarto ""luxo com varanda"". Para mais uma vez nos decepcionarmos, a varanda é apenas uma varanda, sem cadeiras, sem uma mesinha, nada. Se o hóspede quiser contemplar a paisagem, que seja de pé. Nenhum conforto. A Tv que segundo hotel é a cabo, é um emaranhado de canais com chuvisco. Parece muito tv pirata!!! MUITO! Feio para um hotel em Gramado, não? Descemos para o chá, que é servido das 15:30 às 16:30min, e fomos informados que o chá não seria servido no salão do hotel pois o mesmo estava fechado para um evento que aconteceria a noite. Fomos servidos do bistrô. Café, leite e chá, frios. Gramado estava com 8 graus de temperatura. Segunda grande decepção. À noite, descobrimos que o evento para o qual o salão estava fechado era um casamento, para o qual não fomos convidados e sequer informados no momento da reserva que aconteceria na data da nossa estadia. A música alta tocava como se estivesse dentro do nosso quarto. Para completar, o apartamento acima do nosso também resolveu fazer festa particular, música alta! Ligamos para a recepção, uma vez que pelas regras do hotel o horário de silêncio se inicia às 21h. Não temos nada contra festas, porém era obrigação do hotel nos informar no momento da reserva que aconteceria uma festa para que pudéssemos optar por ficar ou não. A recepção recebeu a ligação de forma apática, como se fossemos vilões. Terceira grande decepção. Dentro do quarto há um detector de fumaça, e no mesmo há luzes verdes que piscam a noite toda! Para quem tem dificuldades para dormir; posso afirmar: é a coisa mais bizarra que já vi num quarto de hotel! Para completar a noite, um colchão ruim! Quarta decepção! Por esses motivos, a nossa estadia que começou na quinta e iria até domingo, se encerrou na sexta feira, resolvemos voltar para casa, depois de uma noite de pesadelo, de tormenta e de falta de pelo menos um pedido de desculpas do hotel pelo barulho. Quando chegamos na recepção para antecipar o checkout o hotel demonstrou toda a sua preocupação com o hóspede. Nunca vivenciamos uma situação de tão pouco caso com hospedes na vida!!! E olha que temos um longo histórico de viagens e hotéis! NUNCA vivenciamos tanto descaso.  Quando anunciamos que iríamos antecipar o checkout, sem perguntar absolutamente nada, o recepcionista pegou o cartão, fez os procedimentos em seu sistema e não nos disse: pronto. Foi só isso! Qualquer hotel com o mínimo de preocupação com o hóspede teria perguntado se estava tudo certo com a estadia. Com certeza alguém colocou em nosso cadastro que reclamamos do barulho. Ficamos tão espantados com a situação que por um longo tempo ficamos em silencio tentando entender tamanho descaso. O nosso dinheiro por ser de Porto Alegre vale menos que o dinheiro de um outro turista? Decepção, pois as avaliações que lemos e analisamos nos levaram a trocar de hotel. Neste momento sequer consigo me comunicar com alguém da gerência para dar meu feedback. Pelo visto, precisam estudar muito sobre hotelaria e cuidado com os clientes, pois se acostumaram muito com os elogios e não tem capacidade e nem acessibilidade de receber críticas. Preparem melhor a equipe, principalmente a recepção que é o cartão de visitas do hotel. Revisem seu material escrito, há erros de português que demonstra a falta de cuidado de vcs! Não ""exite"" em nos chamar! Hesite é com H. E eu? Depois dessa experiência horrível, hesitarei mil vezes para trocar de hotel."
mai. de 2022,5,Fantastico,"Impressionante, eles conseguiram melhorar. O que já era excelente ficou ainda melhor. O Hotel agora oferece um chá da tarde cortesia, e não é apenas uma xícara de chá, é um buffet de doces, salgados, sucos, chas, etc. A estrutura continua maravilhosa, com quartos amplos, iluminados, com camas enormes e confortáveis. O piso do banheiro é aquecido, o café da manha é maravilhoso, o atendimento é único, acolhedor e carinhoso. Uma referencia especial ao Daniel, que é incansável."
mai. de 2022,5,Experiência única!,"Vivemos momentos indescritíveis na linda e aconchegante suíte Master. Recebemos toda atenção e cuidado dos funcionários, desde a recepção ao incrível chá da tarde e café da manhã. Fomos presenteados com espumante, chocolates e uma ótima massagem. Não se trata apenas de um hotel, mas sim de um ambiente mágico, cheio de requintamento e que agora faz parte da nossa história de amor."
mai. de 2022,5,Nota 10,"Hotel nota 10. Foi tudo otimo. Conforto, atendimento, localização. Hotel com arquitetura e detalhes bem pensados. Sem exageros que Gramado costuma ter. Servem um gostoso cha das 5 hs, incluso na diaria. Acustica, isolamento térmico e calefaçao perfeitos, pois foram dias frios."
mai. de 2022,5,Hotel Espetacular,"O hotel é maravilhoso em absolutamente tudo: acomodações limpas e aconchegantes, restaurante de ótima qualidade e atendimento extremamente gentil e atencioso… sentimo-nos sempre atenciosamente tratados… nossa menção especial ao funcionário Jeferson, cuja gentileza e qualidade no atendimento nos marcou! Voltaremos inúmeras outras vezes!!!"
mai. de 2022,5,Fantástico,"Atmosfera fantástica  Estrutura física perfeita  Atendimento caloroso e cuidadoso  Alimentação servida com esmero  Serviço de quarto perfeito  O hotel tem um bar com lareira e serviço muito especial, espetacular o ambiente para ficar conversando com os amigos  Voltarei com certeza!"
mai. de 2022,5,Maravilhoso!!!!,"Amamos absolutamente TUDO !!! Pessoal maravilhoso, atendimento especular, ambiente lindo, comida um desbunde! Não poderia ser melhor! Com certeza voltaremos e em breve!!!foram quatro dias muito felizes que não esqueceremos mais!!!"
